chrom	gene	longExonStart	longExonEnd	shortExonStart	shortExonEnd	strand
chr16	TUBB8P7	90094528	90094639	90094528	90094829	+
chr16	LINC02193	90215292	90215556	90215292	90216198	+
chr16	LINC02193	90222243	90222292	90222243	90222296	+
chr16	NPRL3	138231	138670	138149	138670	-
chr16	NPRL3	138641	138677	138149	138677	-
chr16	LUC7L	229278	229463	227986	229463	-
chr16	LUC7L	228332	229439	227986	229439	-
chr16	LUC7L	228700	229439	227986	229439	-
chr16	LUC7L	189967	190135	189930	190135	-
chr16	LUC7L	189946	190135	189930	190135	-
chr16	LUC7L	189967	190135	189946	190135	-
chr16	LUC7L	228700	229142	228488	229142	-
chr16	LUC7L	228789	229340	228700	229340	-
chr16	LUC7L	229278	229463	228789	229463	-
chr16	RGS11	275848	275980	275837	275980	-
chr16	MRPL28	370498	370538	370484	370538	-
chr16	MRPL28	370498	370538	370443	370538	-
chr16	MRPL28	370484	370509	370443	370509	-
chr16	METTL26	635611	636267	635517	636267	-
chr16	METTL26	635611	636267	635517	636267	-
chr16	JMJD8	682957	683106	682952	683106	-
chr16	JMJD8	683909	684314	683860	684314	-
chr16	CCDC78	725445	725591	725412	725591	-
chr16	CIAO3	737660	737755	737497	737755	-
chr16	CIAO3	739642	740934	739539	740934	-
chr16	MSLNL	778641	778762	778625	778762	-
chr16	RPUSD1	787396	787477	787353	787477	-
chr16	RPUSD1	787076	787179	787067	787179	-
chr16	RPUSD1	787353	787477	787343	787477	-
chr16	RPUSD1	787396	787477	787343	787477	-
chr16	LMF1	934243	934254	934189	934254	-
chr16	CEROX1	980126	980240	979600	980240	-
chr16	UNKL	1367241	1367349	1367091	1367349	-
chr16	UNKL	1370129	1370357	1369933	1370357	-
chr16	UNKL	1379593	1379683	1379532	1379683	-
chr16	CCDC154	1434750	1434852	1434667	1434852	-
chr16	PTX4	1487760	1487970	1487315	1487970	-
chr16	IFT140	1526732	1527024	1526618	1527024	-
chr16	IFT140	1610663	1610853	1610416	1610853	-
chr16	NME3	1770888	1771513	1770880	1771513	-
chr16	NME3	1771279	1771561	1771268	1771561	-
chr16	NME3	1771304	1771561	1771279	1771561	-
chr16	HAGH	1826711	1826841	1826506	1826841	-
chr16	MSRB1	1941256	1941405	1940777	1941405	-
chr16	RPS2	1964806	1964841	1964448	1964841	-
chr16	NOXO1	1980655	1980731	1980640	1980731	-
chr16	ZNF598	2000408	2000481	2000390	2000481	-
chr16	ZNF598	2001591	2001744	2001582	2001744	-
chr16	NTHL1	2046279	2046366	2046127	2046366	-
chr16	PKD1	2103724	2103895	2103265	2103895	-
chr16	PKD1	2103431	2103895	2103265	2103895	-
chr16	PKD1	2103724	2103895	2103431	2103895	-
chr16	ECI1	2243368	2243439	2243317	2243439	-
chr16	RNPS1	2263141	2263287	2263095	2263287	-
chr16	RNPS1	2264182	2264331	2264175	2264331	-
chr16	RNPS1	2267208	2267829	2267174	2267829	-
chr16	RNPS1	2267574	2267852	2267174	2267852	-
chr16	RNPS1	2267199	2267603	2267174	2267603	-
chr16	RNPS1	2267188	2267603	2267174	2267603	-
chr16	RNPS1	2268054	2268397	2267932	2268397	-
chr16	RNPS1	2267662	2267848	2267208	2267848	-
chr16	RNPS1	2267574	2267852	2267208	2267852	-
chr16	RNPS1	2267662	2267852	2267574	2267852	-
chr16	RNPS1	2267208	2267829	2267199	2267829	-
chr16	RNPS1	2267208	2267829	2267188	2267829	-
chr16	RNPS1	2267199	2267306	2267188	2267306	-
chr16	ERVK13-1	2671594	2672570	2671344	2672570	-
chr16	ERVK13-1	2671594	2672570	2671344	2672570	-
chr16	ERVK13-1	2671344	2672570	2669410	2672570	-
chr16	ERVK13-1	2671594	2672570	2669410	2672570	-
chr16	ERVK13-1	2671344	2672570	2671023	2672570	-
chr16	ERVK13-1	2671594	2672570	2671023	2672570	-
chr16	ERVK13-1	2671344	2672570	2669410	2672570	-
chr16	ERVK13-1	2671594	2672570	2671344	2672570	-
chr16	ERVK13-1	2670863	2670974	2670809	2670974	-
chr16	ERVK13-1	2673282	2673445	2672706	2673445	-
chr16	SRRM2-AS1	2743551	2743719	2743441	2743719	-
chr16	SRRM2-AS1	2738441	2738500	2738368	2738500	-
chr16	PRSS30P	2841162	2842638	2840147	2842638	-
chr16	PRSS30P	2841679	2842744	2841407	2842744	-
chr16	PRSS30P	2841572	2842706	2841407	2842706	-
chr16	PRSS22	2856133	2856253	2856081	2856253	-
chr16	PRSS22	2857827	2857926	2857636	2857926	-
chr16	PKMYT1	2979807	2979936	2979647	2979936	-
chr16	PKMYT1	2979815	2979936	2979647	2979936	-
chr16	PKMYT1	2979815	2979936	2979807	2979936	-
chr16	PKMYT1	2980285	2980479	2980218	2980479	-
chr16	ZSCAN10	3092676	3093004	3092541	3093004	-
chr16	ZNF213-AS1	3129460	3130160	3129247	3130160	-
chr16	ZNF213-AS1	3143603	3143734	3142805	3143734	-
chr16	ZNF213-AS1	3129460	3130160	3129247	3130160	-
chr16	ZNF213-AS1	3134633	3134869	3134508	3134869	-
chr16	ZNF200	3235111	3235457	3234986	3235457	-
chr16	ZNF200	3234986	3235186	3234635	3235186	-
chr16	ZNF200	3235111	3235457	3234635	3235457	-
chr16	MEFV	3244253	3244286	3244135	3244286	-
chr16	C16ORF90	3495409	3495489	3495375	3495489	-
chr16	ADCY9	3993405	3993510	3993348	3993510	-
chr16	LINC01569	4253676	4253817	4253646	4253817	-
chr16	LINC01569	4246988	4247061	4246972	4247061	-
chr16	LINC01569	4253646	4253814	4252877	4253814	-
chr16	LINC01569	4253676	4253817	4252877	4253817	-
chr16	CORO7	4407561	4407684	4407500	4407684	-
chr16	CORO7	4416784	4416961	4416458	4416961	-
chr16	CORO7	4415765	4415933	4415714	4415933	-
chr16	NMRAL1	4463677	4464240	4463659	4464240	-
chr16	NMRAL1	4463659	4464240	4463641	4464240	-
chr16	NMRAL1	4463677	4463850	4463641	4463850	-
chr16	NMRAL1	4474553	4474792	4474409	4474792	-
chr16	NMRAL1	4474422	4474643	4474409	4474643	-
chr16	NMRAL1	4474553	4474792	4474422	4474792	-
chr16	NMRAL1	4471356	4471449	4471313	4471449	-
chr16	CDIP1	4514630	4515109	4514574	4515109	-
chr16	CDIP1	4513815	4513851	4513695	4513851	-
chr16	UBALD1	4614677	4614888	4614492	4614888	-
chr16	ANKS3	4734155	4734378	4733937	4734378	-
chr16	ANKS3	4734155	4734378	4733937	4734378	-
chr16	SEPTIN12	4783461	4783557	4783316	4783557	-
chr16	SEPTIN12	4787479	4787667	4787468	4787667	-
chr16	ROGDI	4801266	4801321	4801049	4801321	-
chr16	NAGPA	5033340	5033926	5033272	5033926	-
chr16	EEF2KMT	5095451	5095514	5095374	5095514	-
chr16	LINC01570	5616125	5616373	5616101	5616373	-
chr16	CARHSP1	8868326	8868401	8868048	8868401	-
chr16	CARHSP1	8861665	8861810	8861641	8861810	-
chr16	USP7	8923353	8923413	8923214	8923413	-
chr16	AC099489.1	11391783	11391861	11391665	11391861	-
chr16	LITAF	11636240	11636381	11636069	11636381	-
chr16	ZC3H7A	11761467	11761662	11761405	11761662	-
chr16	BCAR4	11821637	11821755	11821633	11821755	-
chr16	NPIPB2	11941982	11942114	11941837	11942114	-
chr16	PARN	14630189	14630299	14630106	14630299	-
chr16	PARN	14593300	14593378	14591912	14593378	-
chr16	NTAN1	15048077	15048099	15047996	15048099	-
chr16	NTAN1	15047441	15047550	15047417	15047550	-
chr16	PKD1P6	15131086	15131707	15131073	15131707	-
chr16	ABCC6	16221648	16221831	16221612	16221831	-
chr16	AC126755.5	18339385	18339620	18339367	18339620	-
chr16	NOMO2	18529500	18529637	18529408	18529637	-
chr16	RPS15A	18790309	18790383	18790243	18790383	-
chr16	RPS15A	18790243	18790334	18789896	18790334	-
chr16	SMG1	18868632	18868719	18868522	18868719	-
chr16	AC099518.4	19067317	19067432	19067242	19067432	-
chr16	AC099518.4	19067580	19067691	19067550	19067691	-
chr16	GDE1	19507686	19507779	19507654	19507779	-
chr16	GP2	20326337	20326467	20326255	20326467	-
chr16	GP2	20326337	20326467	20326255	20326467	-
chr16	UMOD	20349800	20349869	20349770	20349869	-
chr16	UMOD	20352688	20352878	20352541	20352878	-
chr16	UMOD	20349770	20349869	20349707	20349869	-
chr16	UMOD	20349800	20349869	20349707	20349869	-
chr16	UMOD	20351129	20351438	20351019	20351438	-
chr16	UMOD	20352688	20352878	20352541	20352878	-
chr16	ACSM1	20627255	20627316	20627188	20627316	-
chr16	NPIPB3	21411264	21411341	21411241	21411341	-
chr16	NPIPB3	21425299	21425378	21425289	21425378	-
chr16	IGSF6	21647306	21647492	21647132	21647492	-
chr16	NPIPB4	21857579	21857662	21857569	21857662	-
chr16	NPIPB4	21857658	21857756	21857569	21857756	-
chr16	NPIPB4	21851914	21852220	21851769	21852220	-
chr16	AC009034.1	22288435	22288738	22288430	22288738	-
chr16	AC009034.1	22288435	22288738	22288390	22288738	-
chr16	AC009034.1	22288430	22288736	22288390	22288736	-
chr16	GGA2	23495713	23495778	23495693	23495778	-
chr16	GGA2	23495693	23495778	23495688	23495778	-
chr16	GGA2	23495713	23495778	23495688	23495778	-
chr16	GGA2	23494302	23494402	23494298	23494402	-
chr16	EARS2	23553043	23553123	23553006	23553123	-
chr16	PALB2	23641126	23641310	23641109	23641310	-
chr16	NSMCE1	27241798	27241889	27241352	27241889	-
chr16	GTF3C1	27464394	27464836	27464319	27464836	-
chr16	GTF3C1	27471747	27471920	27471564	27471920	-
chr16	AC016597.1	27718333	27718455	27718242	27718455	-
chr16	EIF3CL	28403786	28403841	28403782	28403841	-
chr16	CLN3	28482607	28482672	28482476	28482672	-
chr16	AC138894.1	28477463	28477635	28477011	28477635	-
chr16	AC138894.1	28477463	28477635	28477011	28477635	-
chr16	CLN3	28491713	28492074	28491481	28492074	-
chr16	CLN3	28495340	28495575	28495125	28495575	-
chr16	CLN3	28495340	28495575	28495125	28495575	-
chr16	ATP2A1-AS1	28879541	28879920	28879488	28879920	-
chr16	AC133555.3	29465477	29465541	29465394	29465541	-
chr16	NPIPB12	29505793	29505999	29505783	29505999	-
chr16	NPIPB12	29500142	29500274	29499997	29500274	-
chr16	KCTD13	29911814	29911867	29911660	29911867	-
chr16	HIRIP3	29994647	29994843	29993905	29994843	-
chr16	DOC2A	30006855	30006948	30006784	30006948	-
chr16	DOC2A	30009003	30009105	30008995	30009105	-
chr16	DOC2A	30010902	30011027	30010898	30011027	-
chr16	TLCD3B	30035350	30035481	30035306	30035481	-
chr16	YPEL3	30096744	30096915	30096615	30096915	-
chr16	YPEL3	30096096	30096244	30095995	30096244	-
chr16	YPEL3	30095102	30095146	30094997	30095146	-
chr16	GDPD3	30108212	30108498	30108120	30108498	-
chr16	MAPK3	30118098	30118163	30118046	30118163	-
chr16	MAPK3	30117153	30117286	30117136	30117286	-
chr16	AC106782.1	30204826	30204890	30204744	30204890	-
chr16	NPIPB13	30245774	30245853	30245764	30245853	-
chr16	DCTPP1	30429747	30429824	30429588	30429824	-
chr16	DCTPP1	30429879	30430030	30429854	30430030	-
chr16	ZNF688	30572121	30572734	30571433	30572734	-
chr16	ZNF785	30585166	30585250	30585121	30585250	-
chr16	ZNF785	30585406	30585769	30585375	30585769	-
chr16	ZNF689	30610201	30610389	30609836	30610389	-
chr16	AC093249.6	30698880	30699058	30698135	30699058	-
chr16	ZNF668	31064294	31064481	31063812	31064481	-
chr16	ZNF668	31072885	31073502	31072739	31073502	-
chr16	ZNF668	31064903	31065088	31064799	31065088	-
chr16	PRSS36	31140678	31140757	31140491	31140757	-
chr16	PRSS36	31142495	31142644	31142480	31142644	-
chr16	HERC2P4	32180619	32180756	32180584	32180756	-
chr16	HERC2P4	32181863	32181940	32181810	32181940	-
chr16	TP53TG3	32675859	32676732	32675735	32676732	-
chr16	HERC2P8	33095366	33095561	33095356	33095561	-
chr16	HERC2P8	33115368	33115513	33115362	33115513	-
chr16	BMS1P8	33698424	33698504	33698306	33698504	-
chr16	AC140658.1	33974948	33975277	33974767	33975277	-
chr16	AC018558.1	35505761	35506241	35505627	35506241	-
chr16	AC018558.1	35505627	35506218	35505565	35506218	-
chr16	VPS35	46689130	46689194	46688313	46689194	-
chr16	NETO2	47122888	47122912	47122867	47122912	-
chr16	NETO2	47109530	47109711	47109482	47109711	-
chr16	ABCC12	48087925	48088085	48086740	48088085	-
chr16	ABCC12	48087939	48088085	48086740	48088085	-
chr16	ABCC12	48087939	48088085	48087925	48088085	-
chr16	ABCC12	48111586	48111662	48111577	48111662	-
chr16	ABCC12	48139187	48139336	48139162	48139336	-
chr16	ABCC12	48087939	48088085	48087925	48088085	-
chr16	ABCC12	48155840	48156018	48155817	48156018	-
chr16	ABCC11	48247481	48247568	48247313	48247568	-
chr16	SIAH1	48361487	48362430	48361462	48362430	-
chr16	AKTIP	53503146	53503244	53503117	53503244	-
chr16	AKTIP	53503146	53503244	53502699	53503244	-
chr16	AKTIP	53503117	53503223	53502699	53503223	-
chr16	RPGRIP1L	53703802	53703938	53703554	53703938	-
chr16	LINC02169	54246838	54246962	54246822	54246962	-
chr16	IRX3	54286678	54286787	54285783	54286787	-
chr16	LINC02140	54370301	54370794	54370283	54370794	-
chr16	LINC02140	54370565	54370794	54370301	54370794	-
chr16	CRNDE	54848287	54848319	54848140	54848319	-
chr16	CRNDE	54848140	54848310	54847975	54848310	-
chr16	CRNDE	54928769	54929189	54928493	54929189	-
chr16	CRNDE	54928004	54928294	54926880	54928294	-
chr16	AC106738.2	54938384	54938671	54938163	54938671	-
chr16	CES5A	55871714	55871763	55871624	55871763	-
chr16	CES5A	55869610	55869744	55869478	55869744	-
chr16	CES5A	55873832	55874037	55873822	55874037	-
chr16	BBS2	56502701	56502808	56502672	56502808	-
chr16	BBS2	56519956	56520087	56519745	56520087	-
chr16	AC106779.1	56729782	56730010	56729505	56730010	-
chr16	PSME3IP1	57185824	57186055	57185820	57186055	-
chr16	PSME3IP1	57186030	57186116	57185820	57186116	-
chr16	PSME3IP1	57186030	57186116	57185824	57186116	-
chr16	PSME3IP1	57185820	57186055	57185544	57186055	-
chr16	PSME3IP1	57178805	57178852	57178501	57178852	-
chr16	PSME3IP1	57186030	57186116	57185820	57186116	-
chr16	PSME3IP1	57185824	57186055	57185820	57186055	-
chr16	PSME3IP1	57185735	57185822	57185544	57185822	-
chr16	CIAPIN1	57439185	57439334	57439181	57439334	-
chr16	DOK4	57479860	57479914	57479844	57479914	-
chr16	DOK4	57479860	57479914	57479844	57479914	-
chr16	DOK4	57487130	57487327	57487095	57487327	-
chr16	DOK4	57480329	57480417	57480294	57480417	-
chr16	DOK4	57487245	57487327	57487130	57487327	-
chr16	KIFC3	57797964	57798022	57797704	57798022	-
chr16	KIFC3	57761412	57761536	57761314	57761536	-
chr16	CNGB1	57960499	57960530	57960481	57960530	-
chr16	CNOT1	58556861	58556993	58556846	58556993	-
chr16	CNOT1	58536988	58537220	58536967	58537220	-
chr16	CNOT1	58624672	58624794	58624652	58624794	-
chr16	SLC38A7	58684716	58684770	58683954	58684770	-
chr16	GOT2	58722149	58722278	58722118	58722278	-
chr16	AC092378.1	58879984	58880037	58879878	58880037	-
chr16	CDH11	65072045	65072260	65071988	65072260	-
chr16	CDH11	65121879	65122092	65121874	65122092	-
chr16	LINC00922	65356430	65356489	65356394	65356489	-
chr16	BEAN1-AS1	66471514	66471564	66471376	66471564	-
chr16	TK2	66511957	66512066	66510610	66512066	-
chr16	TK2	66510722	66512066	66510610	66512066	-
chr16	TK2	66511957	66512066	66510722	66512066	-
chr16	TK2	66551539	66552522	66551411	66552522	-
chr16	TK2	66552424	66552544	66551411	66552544	-
chr16	TK2	66549666	66549860	66549576	66549860	-
chr16	TK2	66546146	66546226	66546104	66546226	-
chr16	CMTM4	66696426	66696743	66696339	66696743	-
chr16	TERB1	66759140	66759290	66759114	66759290	-
chr16	TERB1	66801570	66801620	66801467	66801620	-
chr16	NAE1	66826676	66826780	66826667	66826780	-
chr16	NAE1	66827979	66828142	66827934	66828142	-
chr16	KIAA0895L	67181605	67181697	67181557	67181697	-
chr16	EXOC3L1	67188903	67188940	67188720	67188940	-
chr16	EXOC3L1	67184901	67185057	67184685	67185057	-
chr16	KCTD19	67326704	67326760	67326621	67326760	-
chr16	TPPP3	67393379	67393518	67392946	67393518	-
chr16	ATP6V0D1	67459097	67459225	67458963	67459225	-
chr16	AC027682.6	67528599	67528675	67528316	67528675	-
chr16	ACD	67659902	67660303	67659876	67660303	-
chr16	GFOD2	67685511	67685802	67685456	67685802	-
chr16	CENPT	67829921	67831358	67829764	67831358	-
chr16	CENPT	67829929	67831358	67829764	67831358	-
chr16	CENPT	67847579	67847811	67847400	67847811	-
chr16	CENPT	67829929	67830548	67829921	67830548	-
chr16	CENPT	67842998	67843337	67842957	67843337	-
chr16	CENPT	67843030	67843337	67842998	67843337	-
chr16	CENPT	67842998	67843337	67842957	67843337	-
chr16	CENPT	67843030	67843305	67842957	67843305	-
chr16	CTRL	67930725	67934671	67930680	67934671	-
chr16	DPEP2	67999395	67999518	67999374	67999518	-
chr16	DPEP2	67999374	67999748	67999266	67999748	-
chr16	DPEP2	67999395	67999748	67999266	67999748	-
chr16	ESRP2	68231295	68231376	68231177	68231376	-
chr16	SMPD3	68363800	68363866	68363776	68363866	-
chr16	TERF2	69385630	69386007	69385592	69386007	-
chr16	NQO1	69726500	69726668	69726432	69726668	-
chr16	NOB1	69748950	69749118	69748917	69749118	-
chr16	SMG1P7	70221253	70221401	70221249	70221401	-
chr16	SMG1P7	70222370	70222502	70222366	70222502	-
chr16	SMG1P7	70231436	70231523	70231322	70231523	-
chr16	SMG1P7	70233423	70233525	70233412	70233525	-
chr16	SMG1P7	70241035	70241260	70241006	70241260	-
chr16	SMG1P7	70243626	70243799	70243612	70243799	-
chr16	AARS1	70258052	70259186	70258032	70259186	-
chr16	AARS1	70262366	70262524	70262345	70262524	-
chr16	AARS1	70262372	70262524	70262345	70262524	-
chr16	AARS1	70289529	70289580	70289420	70289580	-
chr16	AARS1	70262372	70262524	70262366	70262524	-
chr16	AARS1	70258979	70259186	70258032	70259186	-
chr16	AARS1	70255727	70258217	70255719	70258217	-
chr16	AARS1	70253713	70253800	70253665	70253800	-
chr16	COG4	70519676	70519731	70519648	70519731	-
chr16	HYDIN	71230629	71230722	71230561	71230722	-
chr16	HYDIN	71230659	71230722	71230561	71230722	-
chr16	HYDIN	71230659	71230722	71230629	71230722	-
chr16	HYDIN	71230629	71230722	71230561	71230722	-
chr16	CMTR2	71289351	71289609	71289135	71289609	-
chr16	CMTR2	71288675	71288745	71288555	71288745	-
chr16	CMTR2	71289135	71289429	71289085	71289429	-
chr16	ZNF23	71453302	71453973	71453242	71453973	-
chr16	ZNF23	71462209	71463148	71461658	71463148	-
chr16	ZNF19	71489271	71489351	71488997	71489351	-
chr16	AP1G1	71769622	71769699	71769618	71769699	-
chr16	AP1G1	71808762	71809201	71808504	71809201	-
chr16	AP1G1	71808762	71809201	71808504	71809201	-
chr16	ZNF821	71867911	71868037	71867892	71868037	-
chr16	ZNF821	71867911	71868037	71867892	71868037	-
chr16	PMFBP1	72132747	72132991	72132732	72132991	-
chr16	LINC01572	72284576	72284760	72284571	72284760	-
chr16	LINC01572	72570450	72570515	72570434	72570515	-
chr16	AC138627.1	74215965	74216002	74215833	74216002	-
chr16	AC138627.1	74296422	74296762	74296414	74296762	-
chr16	AC138627.1	74296622	74296762	74296414	74296762	-
chr16	RFWD3	74664689	74664745	74664623	74664745	-
chr16	MLKL	74675354	74678413	74675323	74678413	-
chr16	LDHD	75116648	75116780	75116611	75116780	-
chr16	CTRB2	75204796	75205513	75204772	75205513	-
chr16	CTRB2	75204796	75204906	75204741	75204906	-
chr16	CTRB2	75204772	75205513	75204741	75205513	-
chr16	BCAR1	75242913	75243090	75242469	75243090	-
chr16	BCAR1	75264350	75265215	75263637	75265215	-
chr16	BCAR1	75264340	75265215	75263637	75265215	-
chr16	BCAR1	75236881	75236998	75236827	75236998	-
chr16	BCAR1	75264350	75264601	75264340	75264601	-
chr16	TMEM170A	75464671	75464737	75464467	75464737	-
chr16	TMEM170A	75451737	75451839	75451668	75451839	-
chr16	TMEM231	75545863	75546077	75545825	75546077	-
chr16	ADAT1	75623237	75623300	75622791	75623300	-
chr16	KARS1	75647577	75647665	75647463	75647665	-
chr16	AC105430.1	75851430	75851622	75851426	75851622	-
chr16	ADAMTS18	77367440	77367723	77367436	77367723	-
chr16	WWOX-AS1	78241197	78241989	78241193	78241989	-
chr16	AC105411.1	80540849	80540953	80540604	80540953	-
chr16	LINC01227	80569224	80569723	80568815	80569723	-
chr16	LINC01227	80568815	80569702	80568806	80569702	-
chr16	LINC01227	80569224	80569723	80568806	80569723	-
chr16	ARLNC1	80831842	80832069	80831692	80832069	-
chr16	ARLNC1	80846659	80846787	80846456	80846787	-
chr16	ARLNC1	80837931	80838287	80837910	80838287	-
chr16	ARLNC1	80846659	80846787	80845630	80846787	-
chr16	ARLNC1	80846456	80846765	80845630	80846765	-
chr16	ARLNC1	80846273	80846730	80845630	80846730	-
chr16	ARLNC1	80846093	80846730	80845630	80846730	-
chr16	MPHOSPH6	82164114	82164194	82164081	82164194	-
chr16	MPHOSPH6	82170124	82170224	82170092	82170224	-
chr16	AC009119.1	83805622	83806127	83804507	83806127	-
chr16	SLC38A8	84042563	84042795	84042550	84042795	-
chr16	TAF1C	84183075	84183328	84183071	84183328	-
chr16	LINC00917	86349574	86349688	86349550	86349688	-
chr16	LINC00917	86349574	86349688	86349550	86349688	-
chr16	LINC00917	86333687	86334128	86332958	86334128	-
chr16	MTHFSD	86555172	86555235	86555168	86555235	-
chr16	MTHFSD	86552032	86552146	86551972	86552146	-
chr16	LINC02189	86721899	86722026	86721695	86722026	-
chr16	LINC02189	86721899	86722042	86721764	86722042	-
chr16	LINC02189	86721764	86722042	86721695	86722042	-
chr16	C16ORF95	87317090	87317420	87317086	87317420	-
chr16	KLHDC4	87701637	87701724	87701553	87701724	-
chr16	KLHDC4	87756421	87756477	87756398	87756477	-
chr16	AC126696.3	87778986	87779374	87778807	87779374	-
chr16	MVD	88657914	88658029	88657734	88658029	-
chr16	RNF166	88703134	88703617	88702789	88703617	-
chr16	PIEZO1	88715970	88716212	88715932	88716212	-
chr16	APRT	88811549	88811880	88811496	88811880	-
chr16	ANKRD11	89313350	89313589	89313316	89313589	-
chr16	CHMP1A	89649377	89649593	89649350	89649593	-
chr16	CHMP1A	89647202	89649041	89647034	89649041	-
chr16	CHMP1A	89653903	89654020	89653798	89654020	-
chr16	CHMP1A	89657581	89657738	89656632	89657738	-
chr16	SPATA2L	89701627	89701705	89701490	89701705	-
chr16	FANCA	89739137	89739289	89739132	89739289	-
chr16	FANCA	89739132	89739289	89739128	89739289	-
chr16	FANCA	89739137	89739289	89739128	89739289	-
chr16	FANCA	89764889	89765066	89764806	89765066	-
chr16	FANCA	89769836	89770024	89769707	89770024	-
chr16	FANCA	89799165	89799232	89798950	89799232	-
chr16	FANCA	89799171	89799232	89799165	89799232	-
chr16	FANCA	89816536	89816657	89816079	89816657	-
chr17	RPH3AL	352711	353097	352592	353097	-
chr17	RPH3AL	338865	339045	338535	339045	-
chr17	VPS53	553432	553462	553379	553462	-
chr17	GLOD4	778694	778810	778621	778810	-
chr17	GLOD4	782165	782341	781862	782341	-
chr17	NXN	805209	805248	805067	805248	-
chr17	NXN	864014	864111	863886	864111	-
chr17	ABR	1057969	1058047	1057843	1058047	-
chr17	ABR	1078813	1079146	1078804	1079146	-
chr17	CRK	1436789	1437155	1436619	1437155	-
chr17	INPP5K	1515568	1515701	1515426	1515701	-
chr17	INPP5K	1509177	1509353	1509167	1509353	-
chr17	PITPNA	1562655	1562792	1562540	1562792	-
chr17	PITPNA	1559755	1559801	1559507	1559801	-
chr17	SLC43A2	1628113	1628341	1628080	1628341	-
chr17	SCARF1	1645596	1645744	1645559	1645744	-
chr17	MIR22HG	1713855	1714045	1713702	1714045	-
chr17	MIR22HG	1713855	1714045	1713702	1714045	-
chr17	MIR22HG	1713855	1714045	1713702	1714045	-
chr17	MIR22HG	1713855	1714045	1713702	1714045	-
chr17	TSR1	2335307	2335394	2335259	2335394	-
chr17	CLUH	2711717	2711795	2711561	2711795	-
chr17	OR1D2	3104103	3104422	3104098	3104422	-
chr17	AC090282.1	3176875	3177031	3176790	3177031	-
chr17	SPATA22	3467473	3467554	3467425	3467554	-
chr17	SPATA22	3471681	3471819	3471582	3471819	-
chr17	SPATA22	3471723	3472134	3471582	3472134	-
chr17	SPATA22	3471745	3472341	3471681	3472341	-
chr17	SPATA22	3471723	3472134	3471681	3472134	-
chr17	SPATA22	3471745	3472341	3471723	3472341	-
chr17	SPATA22	3471866	3472298	3471723	3472298	-
chr17	TRPV3	3513610	3513852	3513411	3513852	-
chr17	SPATA22	3471582	3471746	3471430	3471746	-
chr17	SPATA22	3471681	3471819	3471430	3471819	-
chr17	SPATA22	3471723	3472134	3471430	3472134	-
chr17	SPATA22	3471866	3472341	3471745	3472341	-
chr17	TRPV1	3588217	3588367	3588187	3588367	-
chr17	ATP2A3	3928239	3928620	3928226	3928620	-
chr17	ATP2A3	3928239	3928620	3928226	3928620	-
chr17	ZZEF1	4070810	4070924	4070683	4070924	-
chr17	AC127521.1	4483531	4483656	4483451	4483656	-
chr17	PELP1	4676500	4676507	4676356	4676507	-
chr17	VMO1	4785956	4786052	4785936	4786052	-
chr17	VMO1	4785936	4786052	4785900	4786052	-
chr17	VMO1	4785956	4786052	4785900	4786052	-
chr17	CHRNE	4901978	4902087	4901931	4902087	-
chr17	SLC25A11	4939848	4940053	4939815	4940053	-
chr17	INCA1	4997002	4997129	4996840	4997129	-
chr17	ZNF232	5109710	5109868	5109393	5109868	-
chr17	ZNF594	5191747	5191868	5191431	5191868	-
chr17	SCIMP	5223353	5223456	5223332	5223456	-
chr17	C1QBP	5438708	5438778	5438491	5438778	-
chr17	DERL2	5486116	5486183	5486068	5486183	-
chr17	DERL2	5486068	5486276	5485862	5486276	-
chr17	DERL2	5486116	5486276	5485862	5486276	-
chr17	NLRP1	5533303	5533384	5533291	5533384	-
chr17	AIPL1	6435008	6435199	6434950	6435199	-
chr17	SLC13A5	6707031	6707156	6707027	6707156	-
chr17	CLEC10A	7075984	7076152	7075975	7076152	-
chr17	ASGR2	7108771	7108888	7108756	7108888	-
chr17	ASGR2	7114173	7114398	7114116	7114398	-
chr17	DLG4	7208173	7208342	7208074	7208342	-
chr17	DVL2	7230057	7230155	7230045	7230155	-
chr17	PHF23	7238800	7238930	7238785	7238930	-
chr17	GABARAP	7242240	7242449	7241600	7242449	-
chr17	CTDNEP1	7244188	7244245	7244101	7244245	-
chr17	CLDN7	7261846	7262945	7261820	7262945	-
chr17	YBX2	7294567	7294639	7294229	7294639	-
chr17	NEURL4	7324910	7324980	7324798	7324980	-
chr17	NEURL4	7322953	7323123	7322947	7323123	-
chr17	FXR2	7614790	7614897	7614451	7614897	-
chr17	FXR2	7606096	7606149	7606015	7606149	-
chr17	SAT2	7627569	7627859	7627556	7627859	-
chr17	SAT2	7626752	7627139	7626706	7627139	-
chr17	NAA38	7857014	7857854	7856984	7857854	-
chr17	KCNAB3	7929344	7929803	7929096	7929803	-
chr17	TRAPPC1	7931939	7932123	7931927	7932123	-
chr17	PER1	8144759	8145170	8144750	8145170	-
chr17	VAMP2	8162877	8162975	8162443	8162975	-
chr17	TMEM107	8174540	8174616	8174519	8174616	-
chr17	AURKB	8205317	8205390	8205215	8205390	-
chr17	CTC1	8229334	8229446	8229301	8229446	-
chr17	SLC25A35	8290614	8290678	8290602	8290678	-
chr17	RPL26	8383156	8383213	8383141	8383213	-
chr17	RPL26	8383141	8383187	8382780	8383187	-
