chrom	gene	exonStart	exonEnd	strand
chr11	STARD10	72754728	72755142	-
chr11	OR2AT4	75081752	75090364	-
chr11	GDPD4	77216557	77217314	-
chr11	CCDC90B	83273792	83273992	-
chr11	CCDC90B	83273950	83274740	-
chr11	CREBZF	85663523	85665102	-
chr11	CREBZF	85660334	85661749	-
chr11	TAF1D	93730676	93731216	-
chr11	MTMR2	95862271	95865676	-
chr11	MTMR2	95862271	95865676	-
chr11	MTMR2	95862271	95865676	-
chr11	CCDC82	96383961	96386293	-
chr11	CASP12	104892330	104892503	-
chr11	CASP1	105025507	105026356	-
chr11	ALG9	111782194	111786520	-
chr11	SLC37A4	119027627	119027872	-
chr11	LINC02744	119987951	119988901	-
chr11	MIR100HG	122064179	122066434	-
chr11	MIR100HG	122064179	122066434	-
chr11	TMEM218	125102131	125102809	-
chr11	TMEM218	125102131	125102809	-
chr11	TMEM218	125102131	125102809	-
chr11	TMEM218	125102131	125102809	-
chr11	TMEM218	125102131	125102809	-
chr11	TMEM218	125102131	125102809	-
chr11	ACRV1	125677796	125678297	-
chr11	ACRV1	125677796	125678297	-
chr11	ARHGAP32	128972452	128975002	-
chr11	B3GAT1	134387547	134387940	-
chr12	AC005906.2	5021687	5022694	+
chr12	AC005906.2	5021687	5022694	+
chr12	CD9	6235475	6236275	+
chr12	TAPBPL	6457405	6457744	+
chr12	PTPN6	6954804	6954994	+
chr12	PHC1	8922632	8922788	+
chr12	PHC1	8932562	8933350	+
chr12	PHC1	8932562	8933350	+
chr12	PHC1	8932562	8933350	+
chr12	AC092821.3	9567489	9569202	+
chr12	CLEC2D	9692827	9693948	+
chr12	GABARAPL1	10213835	10214187	+
chr12	GABARAPL1	10212882	10213219	+
chr12	GABARAPL1	10213428	10214187	+
chr12	FAM234B	13080624	13083449	+
chr12	PTPRO	15594936	15597399	+
chr12	DDX11	31103576	31104791	+
chr12	IRAK4	43772911	43773072	+
chr12	LINC02156	47414659	47415232	+
chr12	SLC48A1	47780144	47782751	+
chr12	PFKM	48134942	48135383	+
chr12	PFKM	48122646	48122859	+
chr12	TROAP	49330144	49331407	+
chr12	TROAP	49330144	49330943	+
chr12	LINC02395	49923781	49924513	+
chr12	LINC02395	49923781	49924513	+
chr12	LINC02395	49923781	49924513	+
chr12	LINC02395	49923781	49924513	+
chr12	LINC02395	49921925	49923681	+
chr12	AQP6	49975464	49977139	+
chr12	LARP4	50441589	50441643	+
chr12	TMPRSS12	50885245	50887884	+
chr12	DAZAP2	51240870	51241116	+
chr12	TNS2	53059046	53060258	+
chr12	TNS2	53060674	53061264	+
chr12	HNRNPA1	54283811	54283967	+
chr12	HNRNPA1	54283811	54283967	+
chr12	HNRNPA1	54283078	54283234	+
chr12	HNRNPA1	54283078	54283234	+
chr12	MUCL1	54856769	54856892	+
chr12	OR9K2	55129825	55132750	+
chr12	TMEM198B	55832958	55833541	+
chr12	TMEM198B	55832958	55833541	+
chr12	TMEM198B	55834850	55836246	+
chr12	TMEM198B	55830840	55831349	+
chr12	CDK2	55966830	55967934	+
chr12	ERBB3	56098499	56098905	+
chr12	MYL6	56158357	56158711	+
chr12	MYL6	56158361	56158711	+
chr12	SLC39A5	56231203	56231561	+
chr12	SHMT2	57234002	57234726	+
chr12	MARS1	57515919	57516337	+
chr12	MARS1	57515919	57516337	+
chr12	MARS1	57516244	57516655	+
chr12	MARS1	57515919	57516158	+
chr12	MBD6	57524028	57524416	+
chr12	KIF5A	57582601	57583215	+
chr12	PIP4K2C	57601525	57603418	+
chr12	DTX3	57605988	57606252	+
chr12	OS9	57715759	57716193	+
chr12	OS9	57715759	57716193	+
chr12	TSFM	57783614	57784170	+
chr12	RASSF3	64610512	64610743	+
chr12	RAB3IP	69812777	69813033	+
chr12	PPFIA2-AS1	81292342	81292524	+
chr12	SOCS2	93572684	93576206	+
chr12	NEDD1	96907603	96907856	+
chr12	RMST	97492460	97494002	+
chr12	SLC25A3	98593624	98594135	+
chr12	SLC25A3	98593685	98594135	+
chr12	APAF1	98727172	98727316	+
chr12	RAD9B	110530524	110532086	+
chr12	OAS2	113009086	113011723	+
chr12	RFC5	118017689	118018053	+
chr12	RFC5	118017689	118018053	+
chr12	DYNLL1	120496112	120496553	+
chr12	RNF10	120534355	120534968	+
chr12	HNF1A	120999267	120999627	+
chr12	HNF1A	120999267	120999627	+
chr12	P2RX7	121177146	121177446	+
chr12	OGFOD2	122978324	122978569	+
chr12	ARL6IP4	122982468	122982909	+
chr12	ARL6IP4	122982468	122982908	+
chr12	LINC02359	126096007	126096366	+
chr12	LINC00943	126745005	126746256	+
chr12	LINC00943	126744769	126745332	+
chr12	LINC00943	126744769	126745332	+
chr12	LINC00943	126744769	126746256	+
chr12	LINC00943	126744769	126746256	+
chr12	LINC00943	126744769	126745336	+
chr12	LINC02368	128120538	128121952	+
chr12	EP400P1	132103996	132105304	+
chr12	EP400P1	132103996	132105304	+
chr12	EP400P1	132103996	132105304	+
chr12	FBRSL1	132574318	132574564	+
chr12	P2RX2	132621474	132621972	+
chr12	P2RX2	132621618	132621972	+
chr12	ZNF10	133130610	133131014	+
chr12	AC026369.1	143238	144569	-
chr12	CD27-AS1	6446960	6448150	-
chr12	VAMP1	6462236	6464941	-
chr12	VAMP1	6462236	6464941	-
chr12	CHD4	6583026	6583378	-
chr12	CHD4	6583026	6583378	-
chr12	PHB2	6967675	6968021	-
chr12	LPCAT3	6977366	6978507	-
chr12	CD163	7487358	7488087	-
chr12	LINC00937	8390269	8390969	-
chr12	PZP	9202318	9202684	-
chr12	CLEC7A	10116776	10118590	-
chr12	CLEC7A	10129979	10130257	-
chr12	PRB3	11267175	11268148	-
chr12	PRB4	11308220	11308882	-
chr12	PRB1	11353073	11354002	-
chr12	PRB1	11353073	11354002	-
chr12	PRB1	11353073	11354002	-
chr12	MANSC1	12343091	12343414	-
chr12	EPS8	15682892	15684302	-
chr12	EPS8	15682892	15684302	-
chr12	PLCZ1	18701500	18701776	-
chr12	RASSF8-AS1	25952757	25955241	-
chr12	CAPRIN2	30714958	30716676	-
chr12	CAPRIN2	30714958	30716676	-
chr12	CAPRIN2	30714958	30716676	-
chr12	CAPRIN2	30719078	30720915	-
chr12	NELL2	44875814	44876315	-
chr12	PCED1B-AS1	47216164	47216434	-
chr12	DDX23	48836568	48837037	-
chr12	RND1	48857144	48858241	-
chr12	WNT10B	48967945	48968319	-
chr12	WNT10B	48967945	48968319	-
chr12	PRKAG1	49002273	49003006	-
chr12	TUBA1A	49186309	49186833	-
chr12	KRT72	52585588	52586172	-
chr12	KRT4	52813596	52814116	-
chr12	AC068888.1	53045599	53046061	-
chr12	AAAS	53320564	53321257	-
chr12	AAAS	53307844	53308133	-
chr12	MAP3K12	53486946	53487428	-
chr12	MAP3K12	53486946	53487428	-
chr12	PMEL	55956948	55957671	-
chr12	SMARCC2	56164302	56164731	-
chr12	ANKRD52	56237806	56243392	-
chr12	STAT2	56342617	56343531	-
chr12	GLS2	56475623	56475977	-
chr12	BAZ2A	56615013	56615607	-
chr12	DDIT3	57517268	57517753	-
chr12	DDIT3	57517268	57517753	-
chr12	DDIT3	57517268	57517753	-
chr12	DDIT3	57517268	57517753	-
chr12	B4GALNT1	57631199	57631364	-
chr12	AC083805.1	57871995	57872870	-
chr12	GIHCG	57935838	57936175	-
chr12	TMBIM4	66138723	66138769	-
chr12	ZFC3H1	71611057	71611887	-
chr12	ZFC3H1	71656342	71657301	-
chr12	TRHDE-AS1	72261197	72264621	-
chr12	TRHDE-AS1	72253550	72254614	-
chr12	TRHDE-AS1	72253550	72255677	-
chr12	PAWR	79584878	79592693	-
chr12	CEP83	94312913	94313017	-
chr12	CEP83	94412317	94412591	-
chr12	GOLGA2P5	100157164	100157445	-
chr12	GOLGA2P5	100157164	100157739	-
chr12	GOLGA2P5	100157164	100157739	-
chr12	C12ORF42	103267852	103268962	-
chr12	ALKBH2	109092506	109093472	-
chr12	ALKBH2	109092506	109093472	-
chr12	MMAB	109561039	109561329	-
chr12	TRPV4	109814410	109814796	-
chr12	MAPKAPK5-AS1	111841326	111841710	-
chr12	PXN	120216272	120217116	-
chr12	KDM2B	121429508	121430469	-
chr12	ZCCHC8	122483278	122483563	-
chr12	UBC	124911645	124913774	-
chr12	LINC00939	125966199	125967342	-
chr12	LINC00939	125961741	125963083	-
chr13	SACS	23328829	23341690	-
chr13	C1QTNF9B	23891098	23892061	-
chr13	LINC00412	27236281	27236587	-
chr13	HSPH1	31136624	31137524	-
chr13	N4BP2L2	32538617	32538825	-
chr13	N4BP2L2	32538617	32538792	-
chr13	TRPC4	37636842	37637625	-
chr13	TRPC4	37639039	37639299	-
chr13	TPT1	45340711	45341158	-
chr13	DHRS12	51767994	51769293	-
chr13	ATP7B	51973934	51975168	-
chr13	OR7E104P	63839748	63841623	-
chr13	LINC00393	73545900	73546841	-
chr13	DOCK9	98855897	98860522	-
chr13	AL390755.1	110045432	110046075	-
chr13	COL4A1	110209888	110210212	-
chr13	FO681491.1	18413722	18416214	+
chr13	ZMYM2	19993062	19993919	+
chr13	IFT88	20601704	20601933	+
chr13	IFT88	20567669	20567997	+
chr13	MIPEPP3	21301418	21301618	+
chr13	TPT1-AS1	45379194	45380001	+
chr13	TPT1-AS1	45379194	45380001	+
chr13	TPT1-AS1	45378529	45380001	+
chr13	TPT1-AS1	45378529	45380001	+
chr13	TPT1-AS1	45378529	45379335	+
chr13	DLEU1	50527865	50528534	+
chr13	RNASEH2B	50953904	50956503	+
chr13	EDNRB-AS1	77833364	77834990	+
chr13	LINC01068	79570562	79571445	+
chr13	MBNL2	97346803	97347067	+
chr13	ITGBL1	101453882	101454100	+
chr13	ITGBL1	101567698	101567845	+
chr13	TPP2	102644908	102646390	+
chr13	LINC00343	105718474	105719202	+
chr13	LINC00343	105718474	105718852	+
chr13	LINC00343	105706848	105707629	+
chr13	LINC00343	105706861	105707629	+
chr13	LINC00343	105706873	105707629	+
chr13	LINC00343	105706873	105707629	+
chr13	LINC00343	105730314	105731715	+
chr13	LINC00343	105706875	105707629	+
chr13	LINC00343	105706875	105707629	+
chr13	LINC00343	105706889	105707629	+
chr13	LINC00343	105706896	105707629	+
chr13	LINC00343	105706896	105707629	+
chr13	LINC00343	105706898	105707629	+
chr13	LINC00343	105706898	105707629	+
chr13	LINC00343	105706899	105707629	+
chr13	LINC01070	112198230	112201000	+
chr14	OR4K2	19878941	19883932	+
chr14	OR4K2	19876244	19883932	+
chr14	METTL17	20990229	20990598	+
chr14	METTL17	20993117	20994063	+
chr14	METTL17	20994793	20995233	+
chr14	METTL17	20995900	20996292	+
chr14	ABHD4	22603389	22603762	+
chr14	MRPL52	22829886	22830110	+
chr14	DHRS4L2	24001383	24001517	+
chr14	CPNE6	24074050	24074365	+
chr14	CPNE6	24074050	24074365	+
chr14	PCK2	24094310	24094845	+
chr14	DCAF11	24115381	24115749	+
chr14	DCAF11	24115381	24115726	+
chr14	DCAF11	24115325	24115749	+
chr14	REC8	24179799	24180254	+
chr14	GMPR2	24238588	24239242	+
chr14	GMPR2	24238245	24239239	+
chr14	GMPR2	24238245	24239242	+
chr14	NFATC4	24369152	24370594	+
chr14	NFATC4	24376293	24378001	+
chr14	SCFD1	30674983	30676855	+
chr14	SCFD1	30705822	30708065	+
chr14	COCH	30874558	30874972	+
chr14	SRP54	34982681	34983215	+
chr14	PRPF39	45096423	45096758	+
chr14	KLHDC2	49779594	49779806	+
chr14	AL139317.5	52791784	52792326	+
chr14	AL365295.1	53169033	53169777	+
chr14	FAM71D	67208201	67208449	+
chr14	SLC39A9	69458362	69462381	+
chr14	SRSF5	69771193	69772005	+
chr14	LINC01146	88044614	88045481	+
chr14	SPATA7	88437837	88438455	+
chr14	ZC3H14	88567857	88568153	+
chr14	LINC00642	90456441	90457158	+
chr14	RIN3	92651581	92653075	+
chr14	RIN3	92684986	92688049	+
chr14	SERPINA5	94581425	94581710	+
chr14	TCL6	95668125	95669617	+
chr14	AL133467.3	95691267	95692628	+
chr14	AL137786.1	96594663	96595763	+
chr14	AL137786.1	96594663	96595763	+
chr14	AL137786.1	96592749	96593249	+
chr14	AL137786.1	96592755	96593249	+
chr14	AL137786.1	96592761	96593249	+
chr14	AL137786.1	96592767	96593249	+
chr14	LINC00618	96945048	96945394	+
chr14	MEG3	100829033	100829749	+
chr14	MEG3	100829033	100831534	+
chr14	MEG3	100829033	100831534	+
chr14	MEG3	100834631	100835549	+
chr14	MEG3	100834631	100835549	+
chr14	MEG3	100834631	100835549	+
chr14	MEG8	100959801	100961132	+
chr14	MEG8	100935771	100937488	+
chr14	MEG8	100986618	100987630	+
chr14	DYNC1H1	102050070	102050773	+
chr14	DYNC1H1	102050070	102050773	+
chr14	EIF5	103334236	103334597	+
chr14	TDRD9	104032016	104032087	+
chr14	INF2	104714202	104714856	+
chr14	INF2	104714202	104714856	+
chr14	LINC02298	105095002	105095768	+
chr14	TEP1	20365666	20368559	-
chr14	TEP1	20377279	20377492	-
chr14	PIP4P1	20457857	20458702	-
chr14	RNASE9	20556092	20558650	-
chr14	RNASE9	20556092	20558650	-
chr14	HNRNPC	21210555	21211306	-
chr14	HNRNPC	21263310	21263829	-
chr14	CHD8	21430800	21431858	-
chr14	CHD8	21430800	21431858	-
chr14	METTL3	21503172	21503577	-
chr14	METTL3	21499024	21499600	-
chr14	PRMT5	22920528	22921056	-
chr14	PRMT5	22920528	22921056	-
chr14	C14ORF93	22998426	22999402	-
chr14	C14ORF93	22998426	22999156	-
chr14	SLC7A8	23137920	23138024	-
chr14	SLC22A17	23351947	23352451	-
chr14	EFS	23359316	23360039	-
chr14	TINF2	24239642	24240155	-
chr14	DHRS1	24292183	24292784	-
chr14	ADCY4	24334493	24335071	-
chr14	ADCY4	24334493	24335071	-
chr14	ADCY4	24334493	24335071	-
chr14	ADCY4	24334493	24335071	-
chr14	ADCY4	24334493	24335071	-
chr14	ADCY4	24322065	24322708	-
chr14	RALGAPA1	35688458	35690003	-
chr14	SEC23A	39103031	39103233	-
chr14	AL627171.2	49861175	49862316	-
chr14	AL627171.2	49861175	49861896	-
chr14	LINC00520	55793045	55793456	-
chr14	OTX2	56800738	56802355	-
chr14	OTX2	56810158	56810448	-
chr14	PIGH	67593742	67593952	-
chr14	MED6	70583220	70584943	-
chr14	ZFYVE1	72969450	72971114	-
chr14	RPS6KL1	74905642	74907124	-
chr14	NEK9	75105949	75106702	-
chr14	NEK9	75105949	75106702	-
chr14	DIO2	80206230	80206338	-
chr14	CEP128	80830164	80831294	-
chr14	LINC01467	81607131	81607698	-
chr14	LINC02316	86062549	86062960	-
chr14	DDX24	94079024	94079747	-
chr14	SERPINA9	94469212	94469857	-
chr14	TCL1A	95712219	95712774	-
chr14	LINC00524	101407742	101408258	-
chr14	DIO3OS	101557303	101557819	-
chr14	DIO3OS	101557303	101558834	-
chr14	DIO3OS	101557307	101557819	-
chr14	MOK	102232534	102233789	-
chr14	MOK	102232534	102233789	-
chr14	MOK	102232534	102233789	-
chr14	IGHG1	105741892	105742222	-
chr15	LINC01193	20979046	20979357	+
chr15	GOLGA8DP	23161094	23161454	+
chr15	PWRN1	24299629	24300430	+
chr15	PWRN1	24346425	24347317	+
chr15	PWRN1	24346425	24347317	+
chr15	SNHG14	25087466	25089866	+
chr15	SNHG14	25041973	25042515	+
chr15	SNHG14	25053827	25055230	+
chr15	SNHG14	25053827	25055230	+
chr15	SNHG14	25053827	25055230	+
chr15	SNHG14	25053827	25055230	+
chr15	SNHG14	25107909	25109403	+
chr15	SNHG14	25115298	25117515	+
chr15	SNHG14	25108997	25109403	+
chr15	SNHG14	25108997	25109403	+
chr15	SNHG14	25111764	25117515	+
chr15	SNHG14	25111764	25117515	+
chr15	SNHG14	25111764	25117515	+
chr15	SNHG14	25103858	25106294	+
chr15	SNHG14	25101822	25103970	+
chr15	SNHG14	25093833	25095828	+
chr15	SNHG14	25093833	25095828	+
chr15	SNHG14	25089613	25091719	+
chr15	SNHG14	25089545	25091719	+
chr15	SNHG14	25111764	25115656	+
chr15	SNHG14	25111764	25115656	+
chr15	SNHG14	25203551	25204300	+
chr15	SNHG14	25245137	25245421	+
chr15	LINC00929	26125208	26126371	+
chr15	GOLGA8F	28382389	28382749	+
chr15	HERC2P9	28636486	28637107	+
chr15	HERC2P9	28640921	28641312	+
chr15	HERC2P9	28655272	28655691	+
chr15	FAN1	30904511	30905897	+
chr15	FAN1	30925788	30928656	+
chr15	CDIN1	36808323	36810244	+
chr15	PAK6	40275926	40277487	+
chr15	CAPN3	42411746	42412315	+
chr15	CCNDBP1	43194080	43194461	+
chr15	HYPK	43801517	43804427	+
chr15	B2M	44715422	44715701	+
chr15	B2M	44717606	44718145	+
chr15	GCOM1	57705933	57706955	+
chr15	AQP9	58183960	58185911	+
chr15	SMAD3	67166530	67166853	+
chr15	LRRC49	70936534	70936822	+
chr15	CD276	73712933	73714514	+
chr15	PML	74034477	74036394	+
chr15	CCDC33	74334974	74336141	+
chr15	UBL7-AS1	74461264	74462031	+
chr15	AC015871.5	79989904	79990606	+
chr15	ARNT2	80593599	80597928	+
chr15	SNHG21	82756903	82757206	+
chr15	ZSCAN2	84620601	84622714	+
chr15	ZSCAN2	84620601	84622714	+
chr15	MIR9-3HG	89387430	89387881	+
chr15	MIR9-3HG	89387430	89387881	+
chr15	MIR9-3HG	89387816	89389482	+
chr15	MIR9-3HG	89388500	89389522	+
chr15	MIR9-3HG	89388503	89389482	+
chr15	MIR9-3HG	89388503	89389482	+
chr15	MIR9-3HG	89388500	89389482	+
chr15	FURIN	90879866	90879984	+
chr15	FES	90885036	90885585	+
chr15	CHASERR	92883584	92883778	+
chr15	CHD2	93014695	93014909	+
chr15	CHD2	92946037	92946340	+
chr15	LINC01580	93899234	93899603	+
chr15	SPATA8	96783434	96784259	+
chr15	SYNM	99129366	99135593	+
chr15	AC027020.1	100559312	100559798	+
chr15	AC015712.6	100861842	100862342	+
chr15	HERC2P3	20438926	20439655	-
chr15	GOLGA6L2	23439497	23441682	-
chr15	GOLGA6L2	23439497	23441682	-
chr15	UBE3A	25333727	25340228	-
chr15	SLC12A6	34336409	34338057	-
chr15	SLC12A6	34336409	34338057	-
chr15	SLC12A6	34336409	34338057	-
chr15	LPCAT4	34364193	34364306	-
chr15	AQR	34873827	34874864	-
chr15	PLCB2	40287908	40288918	-
chr15	RMDN3	40754596	40754790	-
chr15	RPAP1	41517797	41518182	-
chr15	UBR1	43025373	43026663	-
chr15	ZSCAN29	43369595	43370062	-
chr15	STRC	43615432	43616690	-
chr15	CATSPER2	43648628	43648844	-
chr15	FRMD5	43873274	43874462	-
chr15	AC084759.2	53976767	53977545	-
chr15	CCPG1	55359538	55360944	-
chr15	OAZ2	64691433	64691591	-
chr15	CT62	71110243	71112294	-
chr15	MYO9A	72117679	72118081	-
chr15	STRA6	74202154	74202450	-
chr15	CYP1A1	74722272	74723123	-
chr15	CYP1A1	74720719	74721053	-
chr15	ULK3	74840233	74840641	-
chr15	FAM219B	74899991	74902063	-
chr15	FAM219B	74899991	74902786	-
chr15	MAN2C1	75355793	75356032	-
chr15	CTSH	78931450	78932458	-
chr15	CTSH	78931450	78932458	-
chr15	CTSH	78931450	78932458	-
chr15	CTSH	78931450	78932458	-
chr15	CTSH	78931450	78935082	-
chr15	CTSH	78931450	78935082	-
chr15	CTSH	78931450	78935082	-
chr15	CTSH	78931450	78935082	-
chr15	CTSH	78931450	78935082	-
chr15	CTSH	78925333	78927781	-
chr15	CTSH	78925333	78927781	-
chr15	CTSH	78932371	78935082	-
chr15	CTSH	78932371	78935082	-
chr15	CTSH	78932371	78935082	-
chr15	CTSH	78932371	78935082	-
chr15	CTSH	78921771	78923118	-
chr15	CTSH	78921774	78923118	-
chr15	CTSH	78931450	78932041	-
chr15	CTSH	78931450	78932038	-
chr15	CTSH	78931450	78932038	-
chr15	GOLGA6L10	82344587	82345426	-
chr15	AP3B2	82662167	82662922	-
chr15	AP3B2	82663126	82663620	-
chr15	AP3B2	82663126	82663620	-
chr15	AP3B2	82663126	82663620	-
chr15	GOLGA2P7	84199310	84203020	-
chr15	DET1	88530622	88531715	-
chr15	POLG	89320765	89321260	-
chr15	LINC01579	93900035	93900599	-
chr15	LINC01579	93900035	93900599	-
chr15	LINC01197	95288301	95289554	-
chr15	LINC02254	97427650	97427952	-
chr15	LINC02254	97427650	97427952	-
chr16	DECR2	406684	406952	+
chr16	PIGQ	574065	574763	+
chr16	RHOT2	670891	671203	+
chr16	RHOT2	670891	671203	+
chr16	HAGHL	728315	728604	+
chr16	HAGHL	727105	727614	+
chr16	HAGHL	729008	729715	+
chr16	MSLN	768378	768865	+
chr16	CHTF18	788930	789360	+
chr16	CRAMP1	1655876	1656992	+
chr16	NUBP2	1787940	1788207	+
chr16	NUBP2	1787940	1788207	+
chr16	NDUFB10	1961496	1961975	+
chr16	TBL3	1977053	1977284	+
chr16	TBL3	1977513	1977670	+
chr16	TSC2	2088047	2088325	+
chr16	TSC2	2088047	2088325	+
chr16	DNASE1L2	2237375	2237649	+
chr16	AMDHD2	2528451	2528718	+
chr16	SRRM2	2770857	2771410	+
chr16	IL32	3067376	3067613	+
chr16	IL32	3068989	3069551	+
chr16	IL32	3065368	3065826	+
chr16	IL32	3065639	3065826	+
chr16	IL32	3065661	3065826	+
chr16	DNASE1	3656998	3657341	+
chr16	METTL22	8628729	8629110	+
chr16	AC012178.1	9517182	9518324	+
chr16	AC012178.1	9517455	9518323	+
chr16	AC012178.1	9517182	9518323	+
chr16	AC012178.1	9517182	9518323	+
chr16	AC012178.1	9517182	9518323	+
chr16	AC012178.1	9517182	9518325	+
chr16	AC012178.1	9517182	9518325	+
chr16	NOMO1	14895513	14896156	+
chr16	NOMO1	14895513	14896156	+
chr16	NPIPA1	14935159	14935397	+
chr16	NDE1	15724190	15727000	+
chr16	AC138969.1	16333646	16333884	+
chr16	IQCK	19763847	19764112	+
chr16	TMEM159	21160977	21161278	+
chr16	SMG1P1	22483030	22483560	+
chr16	KDM8	27210092	27210621	+
chr16	APOBR	28495098	28497996	+
chr16	ATXN2L	28835932	28837237	+
chr16	ATXN2L	28835932	28837237	+
chr16	ATXN2L	28835932	28837237	+
chr16	ATXN2L	28835932	28837237	+
chr16	ATXN2L	28835932	28836485	+
chr16	LAT	28986381	28986446	+
chr16	LAT	28986539	28986714	+
chr16	SPN	29663694	29670876	+
chr16	MAZ	29807774	29807828	+
chr16	PRRT2	29812989	29813933	+
chr16	SLX1A-SULT1A3	30202689	30203685	+
chr16	ITGAL	30473964	30474298	+
chr16	ITGAL	30496096	30496566	+
chr16	BCKDK	31111868	31112567	+
chr16	KAT8	31130745	31131359	+
chr16	KAT8	31130455	31130900	+
chr16	ARMC5	31462130	31462917	+
chr16	AC142381.3	31981869	31982189	+
chr16	AC007614.1	49287719	49289655	+
chr16	AC007614.1	49287366	49289655	+
chr16	AC007614.1	49287366	49289655	+
chr16	AC007614.1	49287366	49289655	+
chr16	AC007614.1	49287366	49289655	+
chr16	AC007614.1	49287366	49289655	+
chr16	AC007614.1	49287829	49289655	+
chr16	AC007614.1	49287829	49289655	+
chr16	CASC22	52272618	52273219	+
chr16	CASC22	52272618	52273219	+
chr16	CHD9	53209481	53209813	+
chr16	MT1E	56626465	56627112	+
chr16	MT1H	56670505	56671129	+
chr16	KATNB1	57736977	57737283	+
chr16	USB1	58002478	58002645	+
chr16	CCDC113	58259853	58259934	+
chr16	SETD6	58515790	58516097	+
chr16	FBXL8	67162847	67164174	+
chr16	HSF4	67169278	67169945	+
chr16	TMEM208	67228796	67229278	+
chr16	TMEM208	67228796	67229278	+
chr16	PLEKHG4	67277509	67280806	+
chr16	CARMIL2	67648051	67648314	+
chr16	TSNAXIP1	67825666	67826076	+
chr16	TSNAXIP1	67825666	67826282	+
chr16	EDC4	67882957	67883177	+
chr16	SLC7A6	68274690	68275249	+
chr16	SLC7A6	68297233	68301819	+
chr16	CDH1	68813312	68813562	+
chr16	HPR	72076302	72077246	+
chr16	LINC01568	73420656	73421396	+
chr16	PLCG2	81956694	81956879	+
chr16	HSD17B2	82090901	82098534	+
chr16	DNAAF1	84169858	84170356	+
chr16	SNAI3-AS1	88671276	88671693	+
chr16	TRAPPC2L	88859344	88859750	+
chr16	SPG7	89556886	89557747	+
chr16	SPG7	89540943	89541384	+
chr16	SPG7	89545871	89546181	+
chr16	SPG7	89545871	89546760	+
chr16	SPG7	89545871	89546760	+
chr16	SPG7	89545871	89546760	+
chr16	SPG7	89545871	89546760	+
chr16	SPG7	89540943	89542279	+
chr16	SPG7	89540943	89542279	+
chr16	SPG7	89540943	89542279	+
chr16	SPG7	89540943	89541346	+
chr16	RPL13	89561577	89561751	+
chr16	RPL13	89560710	89561063	+
chr16	CDK10	89693273	89693467	+
chr16	LINC02193	90222243	90222673	+
chr16	LUC7L	188968	190135	-
chr16	CEROX1	975760	976400	-
chr16	CEROX1	975760	977029	-
chr16	MSRB1	1940777	1940892	-
chr16	MSRB1	1940777	1941405	-
chr16	RPS2	1962060	1962656	-
chr16	PKD1	2103265	2103895	-
chr16	ERVK13-1	2669410	2672570	-
chr16	ERVK13-1	2669410	2672570	-
chr16	ERVK13-1	2669410	2672570	-
chr16	ERVK13-1	2660361	2663407	-
chr16	ERVK13-1	2671023	2672570	-
chr16	ERVK13-1	2669410	2672562	-
chr16	ELOB	2771413	2772102	-
chr16	PRSS33	2783952	2785171	-
chr16	ZNF213-AS1	3129247	3129653	-
chr16	NMRAL1	4474092	4474792	-
chr16	GLYR1	4803202	4805310	-
chr16	PARN	14591912	14593378	-
chr16	NPIPA8	18334710	18334967	-
chr16	NPIPA9	18374831	18375069	-
chr16	NOMO2	18499924	18500567	-
chr16	RPS15A	18782967	18784823	-
chr16	THUMPD1	20733663	20737286	-
chr16	SMG1P3	21455342	21455872	-
chr16	SMG1P4	21887583	21888113	-
chr16	ERN2	23700538	23701114	-
chr16	NSMCE1	27241352	27241889	-
chr16	CLN3	28482476	28482672	-
chr16	AC138894.1	28458385	28458591	-
chr16	AC138894.1	28477011	28477635	-
chr16	CLN3	28491713	28492074	-
chr16	AC138894.1	28477278	28477635	-
chr16	CLN3	28482326	28482672	-
chr16	CLN3	28482326	28482672	-
chr16	CLN3	28482326	28482672	-
chr16	CLN3	28482104	28482382	-
chr16	CLN3	28482104	28482672	-
chr16	CLN3	28482104	28482672	-
chr16	CLN3	28482104	28482545	-
chr16	CLN3	28482104	28482545	-
chr16	CLN3	28491481	28491835	-
chr16	CLN3	28491481	28491835	-
chr16	CLN3	28482326	28482545	-
chr16	CLN3	28491481	28492042	-
chr16	CLN3	28491713	28492042	-
chr16	SULT1A2	28595366	28595675	-
chr16	DOC2A	30009960	30010340	-
chr16	CCDC189	30760283	30760668	-
chr16	CCDC189	30759341	30759724	-
chr16	CCDC189	30759341	30759724	-
chr16	RUSF1	31508073	31508384	-
chr16	SLC6A10P	32882530	32883703	-
chr16	ABCC12	48086740	48088085	-
chr16	ABCC12	48086740	48088085	-
chr16	CDH8	61647241	61654101	-
chr16	CDH8	61647241	61654101	-
chr16	TK2	66509442	66512066	-
chr16	TK2	66509442	66512066	-
chr16	TK2	66548977	66549860	-
chr16	CMTM4	66614749	66622222	-
chr16	CDH16	66910259	66911315	-
chr16	CDH16	66910259	66911315	-
chr16	CDH16	66910259	66911315	-
chr16	CIAO2B	66932064	66932300	-
chr16	EXOC3L1	67184685	67185057	-
chr16	ATP6V0D1	67438018	67438689	-
chr16	TERF2	69368375	69368595	-
chr16	AARS1	70258032	70259186	-
chr16	AARS1	70258032	70259186	-
chr16	AARS1	70253267	70253800	-
chr16	AARS1	70253267	70253800	-
chr16	AARS1	70253918	70254734	-
chr16	AP1G1	71807800	71808150	-
chr16	AP1G1	71808504	71808813	-
