chrom	gene	exon1Start	exon1End	exon2Start	exon2End	strand
chr14	LINC00639	38916781	38916882	38941519	38941695	-
chr14	LINC00639	38890740	38890798	38941353	38941373	-
chr14	LINC00639	38890740	38890798	38941519	38941695	-
chr14	KLHL28	44953622	44953709	44959340	44959514	-
chr14	LINC02303	45711898	45711953	45714283	45714431	-
chr14	LINC02303	45707835	45707898	45711898	45711953	-
chr14	NEMF	49840717	49840866	49846139	49846265	-
chr14	NIN	50794435	50794525	50806207	50806276	-
chr14	DDHD1	53096116	53096218	53103030	53103051	-
chr14	CNIH1	54430260	54430404	54432107	54432220	-
chr14	CNIH1	54432107	54432220	54436368	54436437	-
chr14	GCH1	54843781	54843869	54844000	54844143	-
chr14	PSMA3-AS1	58293065	58293138	58293765	58295811	-
chr14	PSMA3-AS1	58293313	58293544	58293765	58295811	-
chr14	PSMA3-AS1	58293065	58293138	58293313	58293544	-
chr14	TIMM9	58411906	58411971	58424007	58424095	-
chr14	AL355916.2	61538972	61539187	61542622	61542717	-
chr14	ESR2	64249545	64249679	64257225	64257364	-
chr14	GPX2	64939992	64940198	64941316	64941521	-
chr14	MAX	65093707	65093815	65101545	65101572	-
chr14	PLEK2	67390662	67390746	67392325	67392427	-
chr14	RDH11	67692437	67692593	67692933	67693052	-
chr14	ACTN1	68878457	68878523	68878988	68879069	-
chr14	SLC8A3	70060835	70060939	70063822	70063929	-
chr14	ABCD4	74299547	74299675	74300149	74300268	-
chr14	ABCD4	74293153	74293248	74295147	74295198	-
chr14	ABCD4	74299547	74299675	74300149	74300268	-
chr14	NPC2	74480701	74480779	74484414	74484587	-
chr14	LTBP2	74507178	74507310	74507972	74508095	-
chr14	AREL1	74683295	74683533	74684453	74684680	-
chr14	MLH3	75033418	75033490	75039910	75040015	-
chr14	NEK9	75121118	75121174	75124045	75124223	-
chr14	DIO2	80205601	80205735	80206230	80206338	-
chr14	FOXN3	89284427	89284522	89333113	89333259	-
chr14	TTC7B	90602005	90602200	90603252	90603303	-
chr14	CATSPERB	91736693	91736849	91778974	91779070	-
chr14	TC2N	91792366	91792558	91797784	91797901	-
chr14	FBLN5	91938329	91938452	91939849	91939950	-
chr14	ATXN3	92079414	92079468	92080540	92080567	-
chr14	ATXN3	92093745	92093831	92096092	92096137	-
chr14	ATXN3	92096092	92096137	92096673	92096838	-
chr14	ATXN3	92093251	92093318	92096673	92096838	-
chr14	ATXN3	92096092	92096137	92096673	92096838	-
chr14	ATXN3	92088729	92088817	92093251	92093318	-
chr14	ATXN3	92093745	92093831	92096092	92096137	-
chr14	ATXN3	92093251	92093318	92093745	92093831	-
chr14	ATXN3	92093251	92093318	92096092	92096137	-
chr14	ATXN3	92088729	92088817	92096092	92096137	-
chr14	ATXN3	92093745	92093831	92096092	92096134	-
chr14	ATXN3	92093745	92093831	92096092	92096134	-
chr14	LGMN	92733681	92733810	92741061	92741179	-
chr14	LGMN	92741061	92741179	92741717	92741859	-
chr14	LGMN	92733681	92733810	92741717	92741859	-
chr14	LGMN	92741061	92741179	92741704	92741859	-
chr14	LGMN	92733681	92733810	92741704	92741859	-
chr14	LGMN	92741061	92741179	92742908	92743021	-
chr14	LGMN	92733681	92733810	92742908	92743021	-
chr14	LGMN	92741717	92741859	92742908	92743021	-
chr14	LGMN	92741704	92741859	92742908	92743021	-
chr14	ITPK1	93016675	93016801	93076594	93076619	-
chr14	WARS1	100373979	100374064	100374135	100374265	-
chr14	WARS1	100369086	100369258	100375282	100375406	-
chr14	WARS1	100373979	100374064	100374135	100374179	-
chr14	WARS1	100373979	100374064	100374135	100374244	-
chr14	WARS1	100373979	100374064	100375282	100375350	-
chr14	WARS1	100374135	100374244	100375282	100375350	-
chr14	WARS1	100365474	100365576	100365953	100366067	-
chr14	WARS1	100373979	100374064	100375282	100375403	-
chr14	WARS1	100374135	100374244	100375282	100375403	-
chr14	WARS1	100373979	100374064	100375282	100375406	-
chr14	WARS1	100374135	100374244	100375282	100375406	-
chr14	WARS1	100373979	100374064	100374135	100374149	-
chr14	WARS1	100365474	100365576	100368373	100368465	-
chr14	WARS1	100365953	100366067	100368373	100368465	-
chr14	WARS1	100373979	100374064	100374135	100374244	-
chr14	WARS1	100373979	100374064	100374135	100374220	-
chr14	WARS1	100374135	100374265	100375282	100375406	-
chr14	AL132709.7	101074480	101074561	101076054	101076138	-
chr14	MOK	102263545	102263616	102265822	102265912	-
chr14	MOK	102263545	102263616	102278605	102278694	-
chr14	MOK	102265822	102265912	102278605	102278694	-
chr14	MOK	102265822	102265912	102277298	102277450	-
chr14	ATP5MPL	103918004	103918124	103920939	103921208	-
chr15	LINC01193	20972105	20972149	20990619	20990728	+
chr15	LINC01193	20991290	20991437	20996854	20997026	+
chr15	LINC01193	20942600	20942740	20990619	20990728	+
chr15	LINC01193	20942374	20942560	20942600	20942740	+
chr15	LINC01193	20981822	20981980	20990619	20990728	+
chr15	LINC01193	20979275	20979357	20981822	20981980	+
chr15	AC134980.1	22044436	22044825	22051534	22051687	+
chr15	NIPA1	22813632	22813714	22814082	22814153	+
chr15	NIPA2	22839654	22839790	22845145	22845267	+
chr15	PWRN1	24567891	24568182	24568530	24568563	+
chr15	PWRN1	24567896	24568182	24568530	24568563	+
chr15	PWRN1	24580226	24580330	24587566	24587735	+
chr15	SNRPN	24942274	24942462	24958737	24958868	+
chr15	SNHG14	25091589	25091719	25091768	25091931	+
chr15	SNHG14	25089613	25089866	25089911	25090010	+
chr15	SNHG14	25079825	25080079	25080124	25080229	+
chr15	SNHG14	25076856	25076990	25077033	25077316	+
chr15	SNHG14	25086330	25086464	25086509	25086614	+
chr15	SNHG14	25111764	25111894	25115298	25115656	+
chr15	SNHG14	25247866	25248003	25249013	25249147	+
chr15	SNHG14	25381268	25381389	25391595	25391791	+
chr15	CHRNA7	32112239	32112363	32153906	32153986	+
chr15	CHRNA7	32111789	32111899	32153906	32153986	+
chr15	CHRNA7	32159568	32159655	32163225	32163335	+
chr15	RYR3	33815833	33815933	33816861	33816958	+
chr15	EMC4	34225535	34225650	34227692	34227846	+
chr15	CDIN1	36658260	36658294	36668110	36668219	+
chr15	RAD51	40701805	40701926	40706176	40706294	+
chr15	ZFYVE19	40809118	40809240	40809407	40809458	+
chr15	SPINT1	40854059	40854086	40854396	40854522	+
chr15	SPINT1	40854059	40854086	40854396	40854522	+
chr15	CHP1	41270556	41270618	41278766	41278889	+
chr15	MAPKBP1	41814549	41814739	41815258	41815405	+
chr15	CAPN3	42405925	42405943	42408210	42408324	+
chr15	CAPN3	42405925	42405943	42408210	42408437	+
chr15	HAUS2	42559338	42559408	42560781	42560870	+
chr15	HAUS2	42558197	42558290	42559338	42559408	+
chr15	HAUS2	42558197	42558290	42559338	42559408	+
chr15	HAUS2	42559338	42559408	42561269	42561402	+
chr15	PDIA3	43751583	43751758	43752801	43752946	+
chr15	BLOC1S6	45592134	45592276	45603099	45603187	+
chr15	BLOC1S6	45592134	45592276	45597879	45597891	+
chr15	BLOC1S6	45592134	45592276	45603103	45603187	+
chr15	BLOC1S6	45592134	45592276	45597879	45597996	+
chr15	BLOC1S6	45603099	45603187	45605427	45605514	+
chr15	BLOC1S6	45601233	45601407	45602356	45602375	+
chr15	BLOC1S6	45597879	45597891	45602356	45602375	+
chr15	BLOC1S6	45597879	45597996	45602356	45602375	+
chr15	BLOC1S6	45592134	45592276	45602356	45602375	+
chr15	BLOC1S6	45592134	45592276	45603099	45603187	+
chr15	SEMA6D	47767036	47767093	47768580	47768615	+
chr15	SLC12A1	48226475	48226571	48227078	48227174	+
chr15	GALK2	49158844	49158968	49161763	49161861	+
chr15	GALK2	49158844	49158968	49161739	49161861	+
chr15	GALK2	49161763	49161861	49195084	49195214	+
chr15	GALK2	49161739	49161861	49195084	49195214	+
chr15	GALK2	49158844	49158968	49195084	49195214	+
chr15	GALK2	49225204	49225349	49235624	49235739	+
chr15	USP8	50424595	50424654	50432337	50432499	+
chr15	USP8	50441348	50441493	50449399	50449485	+
chr15	TCF12	57063749	57063823	57072652	57072714	+
chr15	GCOM1	57661449	57661533	57674967	57675068	+
chr15	GCOM1	57674967	57675068	57691898	57691972	+
chr15	GCOM1	57674967	57675068	57711983	57712188	+
chr15	GCOM1	57691898	57691972	57709184	57709358	+
chr15	LIPC	58538332	58538517	58541784	58541967	+
chr15	TPM1	63043468	63043831	63044026	63044152	+
chr15	TPM1	63043705	63043831	63044026	63044152	+
chr15	TPM1	63061197	63061273	63061712	63061788	+
chr15	APH1B	63287423	63287546	63302344	63302472	+
chr15	USP3	63529013	63529166	63530497	63530590	+
chr15	ZWILCH	66508745	66508892	66513987	66514083	+
chr15	IQCH	67304338	67304455	67336974	67337095	+
chr15	EWSAT1	69081185	69081376	69089537	69089597	+
chr15	KIF23	69446282	69446364	69446430	69446587	+
chr15	KIF23	69446285	69446364	69446430	69446587	+
chr15	KIF23	69440767	69441079	69444789	69445041	+
chr15	DRAIC	69466099	69466235	69467429	69467620	+
chr15	DRAIC	69578325	69578461	69619508	69619671	+
chr15	DRAIC	69464832	69464891	69467429	69467620	+
chr15	LRRC49	70898366	70898455	70900456	70900582	+
chr15	LRRC49	70963784	70963932	70980100	70980184	+
chr15	TMEM202	72398652	72398908	72405969	72406039	+
chr15	BBS4	72697991	72698037	72704423	72704481	+
chr15	CD276	73690670	73690776	73697595	73697702	+
chr15	SCAMP5	75007587	75007728	75009890	75009940	+
chr15	SCAMP5	75007660	75007728	75009890	75009940	+
chr15	SCAMP5	74997233	74997316	75009890	75009940	+
chr15	SCAMP5	74997233	74997316	75007587	75007728	+
chr15	SCAMP5	74997233	74997316	75007660	75007728	+
chr15	PPCDC	75043440	75043536	75044385	75044514	+
chr15	AC019294.2	75761168	75761347	75761461	75761519	+
chr15	RCN2	76938725	76938815	76941636	76941690	+
chr15	PSTPIP1	76999460	76999614	77007846	77008065	+
chr15	IDH3A	78150803	78150960	78151288	78151544	+
chr15	IDH3A	78157547	78157631	78160091	78160206	+
chr15	IDH3A	78151288	78151544	78154434	78154819	+
chr15	IDH3A	78150803	78150960	78154434	78154819	+
chr15	PSMA4	78542176	78542219	78542482	78542645	+
chr15	PSMA4	78542482	78542645	78544189	78544267	+
chr15	ZFAND6	80075163	80075242	80115026	80115070	+
chr15	ZFAND6	80098415	80098578	80115026	80115070	+
chr15	ZFAND6	80075163	80075242	80098415	80098578	+
chr15	ZFAND6	80073265	80073330	80098415	80098578	+
chr15	ZFAND6	80073265	80073330	80075163	80075315	+
chr15	PDE8A	85089337	85089416	85091043	85091181	+
chr15	AKAP13	85658536	85658590	85662387	85662453	+
chr15	ACAN	88860325	88860439	88868215	88868329	+
chr15	MIR9-3HG	89379047	89379269	89387430	89387538	+
chr15	MIR9-3HG	89379752	89379917	89387430	89387538	+
chr15	MIR9-3HG	89378041	89378165	89387430	89387538	+
chr15	MIR9-3HG	89379752	89379917	89387430	89387497	+
chr15	MIR9-3HG	89379047	89379269	89386788	89386902	+
chr15	MIR9-3HG	89379047	89379269	89387430	89387497	+
chr15	CRTC3	90614452	90614488	90617882	90617968	+
chr15	ST8SIA2	92430048	92430111	92434246	92434375	+
chr15	CHD2	92991346	92991430	92991475	92991517	+
chr15	AC091078.1	93323598	93323651	93331266	93331432	+
chr15	AC091078.1	93322222	93322346	93373509	93373585	+
chr15	AC110023.1	93593299	93593359	93656313	93656437	+
chr15	LINC02207	93844225	93844338	93864929	93865045	+
chr15	LINC02207	93839485	93839660	93864929	93865045	+
chr15	LINC02207	93844225	93845206	93864929	93865045	+
chr15	LINC02207	93839485	93839660	93844225	93844338	+
chr15	LINC02207	93844225	93844861	93864929	93865045	+
chr15	LINC02207	93844225	93844338	93864929	93865045	+
chr15	LINC02207	93874933	93875110	93877227	93877294	+
chr15	LINC02207	93839485	93839660	93844225	93845206	+
chr15	LINC02207	93858955	93859332	93864929	93865045	+
chr15	LINC00924	95497680	95497807	95501507	95501651	+
chr15	AC087477.2	96361141	96361289	96372408	96372608	+
chr15	MEF2A	99671322	99671454	99671519	99671657	+
chr15	MEF2A	99598429	99598511	99620890	99621080	+
chr15	HERC2P3	20483402	20483517	20501545	20501714	-
chr15	HERC2P3	20466194	20466370	20483402	20483517	-
chr15	CYFIP1	22916476	22916630	22916881	22917029	-
chr15	UBE3A	25407066	25407262	25408619	25408684	-
chr15	UBE3A	25409087	25409207	25411907	25411971	-
chr15	KATNBL1	34165929	34166115	34177820	34177999	-
chr15	KATNBL1	34165929	34166115	34198259	34198331	-
chr15	KATNBL1	34177820	34177999	34198259	34198331	-
chr15	INO80	41016087	41016215	41020899	41021125	-
chr15	TMEM87A	42231191	42231260	42231843	42231915	-
chr15	TTBK2	42840359	42840433	42872610	42872696	-
chr15	PPIP5K1	43560412	43560595	43564102	43564165	-
chr15	FRMD5	43891980	43892069	43902174	43902262	-
chr15	PATL2	44674149	44674230	44674292	44674411	-
chr15	LINC01491	47791106	47791250	47803383	47803435	-
chr15	FAM227B	49577171	49577305	49577628	49577664	-
chr15	GABPB1	50314415	50314670	50346371	50346395	-
chr15	CYP19A1	51255517	51255761	51323815	51323924	-
chr15	CYP19A1	51255517	51255708	51323815	51323924	-
chr15	CYP19A1	51278007	51278162	51323815	51323924	-
chr15	CYP19A1	51255517	51255761	51278007	51278162	-
chr15	CYP19A1	51255517	51255708	51278007	51278162	-
chr15	ARPP19	52564189	52564246	52568847	52568902	-
chr15	ARPP19	52557099	52557222	52568847	52568902	-
chr15	ARPP19	52564189	52564246	52568847	52568900	-
chr15	RSL24D1	55193169	55193231	55194152	55194183	-
chr15	RAB27A	55238402	55238491	55259920	55260023	-
chr15	ADAM10	58682195	58682314	58698279	58698404	-
chr15	GTF2A2	59642135	59642262	59650668	59650773	-
chr15	GTF2A2	59650668	59650764	59652205	59652326	-
chr15	ANXA2	60390212	60390317	60393238	60393440	-
chr15	ANXA2	60390212	60390317	60393012	60393440	-
chr15	ANXA2	60393012	60393440	60396279	60396427	-
chr15	ANXA2	60390212	60390317	60396279	60396427	-
chr15	ANXA2	60390212	60390317	60396372	60396427	-
chr15	ANXA2	60393238	60393440	60396372	60396427	-
chr15	ANXA2	60393037	60393440	60396372	60396427	-
chr15	ANXA2	60393012	60393440	60396372	60396427	-
chr15	ANXA2	60390212	60390317	60397257	60397338	-
chr15	ANXA2	60393238	60393440	60397257	60397338	-
chr15	ANXA2	60396372	60396427	60397257	60397338	-
chr15	ANXA2	60393037	60393440	60397257	60397338	-
chr15	ANXA2	60396279	60396427	60397257	60397338	-
chr15	ANXA2	60396150	60396427	60397257	60397338	-
chr15	ANXA2	60393012	60393440	60397257	60397338	-
chr15	ANXA2	60390212	60390317	60393037	60393440	-
chr15	ANXA2	60390212	60390317	60396279	60396427	-
chr15	ANXA2	60393238	60393440	60396279	60396427	-
chr15	ANXA2	60393037	60393440	60396279	60396427	-
chr15	ANXA2	60393012	60393440	60396279	60396427	-
chr15	ANXA2	60390212	60390317	60396150	60396427	-
chr15	ANXA2	60393238	60393440	60396150	60396427	-
chr15	ANXA2	60393037	60393440	60396150	60396427	-
chr15	ANXA2	60393012	60393440	60396150	60396427	-
chr15	ANXA2	60390212	60390317	60393012	60393440	-
chr15	ANXA2	60393012	60393440	60396150	60396427	-
chr15	ANXA2	60390212	60390317	60396150	60396427	-
chr15	ANXA2	60364428	60364523	60386027	60386086	-
chr15	ANXA2	60386027	60386086	60397257	60397338	-
chr15	ICE2	60477936	60478069	60478567	60478650	-
chr15	HERC1	63779582	63780009	63780461	63780552	-
chr15	CSNK1G1	64251511	64251581	64259200	64259241	-
chr15	AC087632.2	64365973	64366075	64376742	64376905	-
chr15	AC087632.2	64365985	64366075	64376742	64376905	-
chr15	AC087632.2	64376742	64376905	64380957	64381038	-
chr15	SPG21	64974601	64974747	64976474	64976555	-
chr15	DPP8	65454262	65454415	65456224	65456371	-
chr15	INTS14	65605128	65605236	65607158	65607442	-
chr15	IQCH-AS1	67430320	67430400	67459691	67459975	-
chr15	IQCH-AS1	67459691	67459975	67466493	67466711	-
chr15	CALML4	68199540	68199681	68205120	68205151	-
chr15	CLN6	68211555	68211643	68211674	68211863	-
chr15	CLN6	68211555	68211643	68211674	68211921	-
chr15	CLN6	68211674	68211863	68214289	68214388	-
chr15	CLN6	68214289	68214388	68218535	68218650	-
chr15	CLN6	68214289	68214388	68218535	68218650	-
chr15	CLN6	68211555	68211643	68211648	68211863	-
chr15	PKM	72202453	72202620	72203021	72203188	-
chr15	CELF6	72288537	72288618	72288867	72288930	-
chr15	HEXA	72346526	72346710	72347685	72347758	-
chr15	STRA6	74195301	74195468	74195651	74195675	-
chr15	EDC3	74676940	74677022	74687090	74687179	-
chr15	EDC3	74679801	74679925	74687090	74687179	-
chr15	EDC3	74676940	74677022	74679801	74679925	-
chr15	MAN2C1	75365600	75365698	75365961	75366009	-
chr15	SIN3A	75436345	75436443	75443592	75443707	-
chr15	SIN3A	75443592	75443707	75446228	75446395	-
chr15	SIN3A	75436345	75436443	75446228	75446395	-
chr15	AC105036.3	75570229	75570346	75597339	75597480	-
chr15	SNUPN	75622341	75622490	75624714	75624935	-
chr15	SNUPN	75622341	75622408	75624714	75624935	-
chr15	NRG4	76053238	76053369	76056953	76057019	-
chr15	ETFA	76292618	76292700	76295590	76295737	-
chr15	ETFA	76284364	76284460	76284804	76284927	-
chr15	TSPAN3	77055788	77055863	77056063	77056255	-
chr15	PEAK1	77252366	77252526	77286422	77286504	-
chr15	CIB2	78111164	78111276	78123704	78123739	-
chr15	ACSBG1	78208001	78208102	78226454	78226605	-
chr15	CTSH	78942840	78942930	78944537	78944631	-
chr15	CTSH	78926781	78926830	78927367	78927436	-
chr15	CTSH	78926781	78926939	78927367	78927436	-
chr15	CTSH	78926781	78926868	78927367	78927436	-
chr15	ANKRD34C-AS1	79213186	79213359	79260704	79260846	-
chr15	AP3B2	82688987	82689112	82689157	82689232	-
chr15	UBE2Q2P1	84561959	84562061	84569504	84569683	-
chr15	SEC11A	84670724	84670782	84680712	84680832	-
chr15	SEC11A	84679225	84679287	84679931	84679969	-
chr15	SEC11A	84680712	84680832	84687624	84687774	-
chr15	SEC11A	84691969	84692120	84714730	84714866	-
chr15	LINC01584	86109772	86109919	86110442	86110539	-
chr15	LINC01584	86109772	86109861	86110442	86110539	-
chr15	LINC01584	86109772	86109861	86110442	86110539	-
chr15	LINC01584	86109772	86109919	86110442	86110539	-
chr15	POLG	89320765	89320869	89321961	89322015	-
chr15	AP3S2	89877305	89877424	89878264	89878300	-
chr15	IDH2	90088586	90088747	90091552	90091644	-
chr15	PRC1	90984017	90984140	90984692	90984825	-
chr15	VPS33B	91016962	91017024	91017804	91017885	-
chr15	LINC01197	95257025	95257202	95260470	95260574	-
chr15	LINC00923	97758489	97758661	97808991	97809081	-
chr15	PGPEP1L	98998110	98998163	99001186	99001279	-
chr15	TTC23	99139136	99139266	99139316	99139467	-
chr15	TTC23	99139136	99139266	99139316	99139399	-
chr15	TTC23	99245388	99245510	99249621	99249799	-
chr15	TTC23	99245388	99245510	99249170	99249799	-
chr15	TTC23	99241364	99241559	99245388	99245510	-
chr15	LINS1	100580443	100580736	100580800	100580945	-
chr16	FAM234A	246956	247069	248243	248397	+
chr16	NME4	397878	397902	398207	398394	+
chr16	DECR2	405145	405224	406345	406361	+
chr16	DECR2	405145	405224	406345	406397	+
chr16	PIGQ	580182	580263	580857	580972	+
chr16	PIGQ	580857	580972	582247	582309	+
chr16	HAGHL	728793	728895	732657	733159	+
chr16	UBE2I	1314019	1314096	1314292	1314376	+
chr16	JPT2	1685438	1685587	1691842	1691985	+
chr16	NUBP2	1783876	1784066	1785638	1785902	+
chr16	RNF151	1967724	1967821	1967872	1968002	+
chr16	AMDHD2	2527560	2527615	2527772	2527985	+
chr16	IL32	3067553	3067613	3067983	3068010	+
chr16	IL32	3067983	3068010	3068179	3068239	+
chr16	IL32	3067983	3068010	3068179	3068239	+
chr16	IL32	3067376	3067415	3067442	3067613	+
chr16	NAA60	3448470	3448540	3476221	3476337	+
chr16	NAA60	3476221	3476337	3479470	3479600	+
chr16	NAA60	3462597	3462683	3472158	3472385	+
chr16	NAA60	3479470	3479600	3482501	3482598	+
chr16	CLUAP1	3506330	3506415	3508288	3508468	+
chr16	CLUAP1	3504719	3504831	3506330	3506415	+
chr16	HMOX2	4483636	4483754	4488643	4488742	+
chr16	HMOX2	4483636	4483738	4488643	4488742	+
chr16	RBFOX1	6775732	6776011	6876661	6876743	+
chr16	RBFOX1	7664928	7664968	7671556	7671599	+
chr16	PMM2	8806315	8806407	8811078	8811178	+
chr16	AC012178.1	9468472	9468541	9501723	9501787	+
chr16	NUBP1	10752609	10752678	10755720	10755753	+
chr16	NUBP1	10761756	10761859	10767948	10768032	+
chr16	MIR193BHG	14323296	14323383	14325550	14325590	+
chr16	MIR193BHG	14323224	14323383	14325554	14325590	+
chr16	MIR193BHG	14323296	14323383	14325554	14325590	+
chr16	BFAR	14648387	14648592	14649803	14649973	+
chr16	NDE1	15651468	15651584	15651930	15652050	+
chr16	NDE1	15694164	15694256	15696708	15696860	+
chr16	NDE1	15696708	15696860	15699728	15699854	+
chr16	ABCC1	16083365	16083542	16086823	16086991	+
chr16	NOMO3	16287742	16287862	16293651	16293744	+
chr16	TMC5	19487192	19487326	19490394	19490568	+
chr16	IQCK	19735352	19735450	19763847	19764112	+
chr16	ACSM5	20423915	20424069	20427787	20427867	+
chr16	ACSM2A	20452387	20452466	20460106	20460291	+
chr16	REXO5	20806951	20807091	20808787	20808880	+
chr16	LYRM1	20902485	20902717	20915555	20915714	+
chr16	TMEM159	21177136	21177327	21178796	21178932	+
chr16	VWA3A	22103474	22103529	22109481	22109580	+
chr16	POLR3E	22298952	22299036	22302930	22303004	+
chr16	NPIPB5	22513423	22513521	22513521	22513610	+
chr16	NPIPB5	22513423	22513521	22513521	22513600	+
chr16	NPIPB5	22519137	22519269	22519328	22519414	+
chr16	TNRC6A	24815146	24815305	24815354	24815475	+
chr16	LCMT1	25170713	25170805	25174936	25175034	+
chr16	IL4R	27318634	27318767	27330065	27330198	+
chr16	ALDOA	30065875	30065927	30066884	30067038	+
chr16	AC093512.2	30054783	30054927	30055171	30055327	+
chr16	CORO1A	30186597	30186720	30186815	30186945	+
chr16	TGFB1I1	31473440	31473556	31473681	31473734	+
chr16	TGFB1I1	31473834	31473977	31474151	31474239	+
chr16	TGFB1I1	31473681	31473734	31473834	31473977	+
chr16	PHKB	47664884	47664975	47665941	47666032	+
chr16	AC007614.1	49285482	49285520	49285520	49285623	+
chr16	LINC02180	52092262	52092338	52094958	52095073	+
chr16	LINC02180	52092262	52092338	52092526	52092649	+
chr16	LINC02180	52092262	52092336	52092526	52092649	+
chr16	LINC02180	52092262	52092342	52092526	52092649	+
chr16	CHD9	53319812	53319951	53321162	53321217	+
chr16	FTO	53933984	53934109	54013377	54013511	+
chr16	FTO	53984937	53984954	54061661	54061720	+
chr16	GNAO1	56328630	56328791	56334728	56334857	+
chr16	GNAO1	56235012	56235384	56255520	56255591	+
chr16	OGFOD1	56454773	56454921	56458547	56458594	+
chr16	OGFOD1	56454773	56454921	56458512	56458594	+
chr16	HERPUD1	56939236	56939359	56942131	56942237	+
chr16	HERPUD1	56939894	56940088	56940176	56940245	+
chr16	NLRC5	57055435	57055519	57058064	57058148	+
chr16	RSPRY1	57204503	57205008	57207592	57207685	+
chr16	ADGRG1	57621690	57621845	57641590	57641708	+
chr16	ADGRG1	57621690	57621845	57641586	57641708	+
chr16	ADGRG1	57628659	57628802	57641590	57641708	+
chr16	ADGRG1	57628636	57628802	57641590	57641708	+
chr16	DRC7	57696402	57696594	57697912	57698152	+
chr16	USB1	58009928	58010112	58014272	58014326	+
chr16	AC009107.2	58138416	58138509	58157066	58157188	+
chr16	NDRG4	58464821	58465071	58475611	58475657	+
chr16	NDRG4	58509153	58509189	58509300	58509352	+
chr16	NDRG4	58500987	58501077	58501947	58502147	+
chr16	NDRG4	58500987	58501077	58501944	58502147	+
chr16	CKLF	66558189	66558348	66563121	66563217	+
chr16	CKLF	66558189	66558348	66563121	66563217	+
chr16	CMTM1	66574939	66575137	66577103	66577202	+
chr16	CMTM1	66571136	66571270	66577103	66577202	+
chr16	CMTM1	66571136	66571270	66577103	66577202	+
chr16	CMTM1	66569935	66570094	66571150	66571270	+
chr16	CMTM1	66574939	66575137	66577103	66577202	+
chr16	HSF4	67167302	67167402	67167474	67167599	+
chr16	HSF4	67167474	67167599	67167823	67167947	+
chr16	HSF4	67167302	67167402	67167460	67167599	+
chr16	ELMO3	67199950	67200001	67200191	67200361	+
chr16	TSNAXIP1	67821098	67821225	67824582	67824779	+
chr16	NFATC3	68214328	68214432	68221195	68221284	+
chr16	PRMT7	68321425	68321462	68324682	68324832	+
chr16	PRMT7	68312041	68312176	68315896	68316074	+
chr16	PRMT7	68324682	68324832	68329065	68329174	+
chr16	PRMT7	68315896	68316074	68321425	68321462	+
chr16	CDH1	68808692	68808848	68810196	68810341	+
chr16	SNTB2	69260049	69260127	69260170	69260260	+
chr16	CYB5B	69447149	69447278	69459092	69459121	+
chr16	DDX19A	70356111	70356247	70361417	70361510	+
chr16	FCSK	70457912	70457975	70462172	70462292	+
chr16	IST1	71923287	71923384	71924768	71924817	+
chr16	HP	72056529	72056631	72058253	72058355	+
chr16	HP	72057391	72057466	72059113	72059188	+
chr16	LINC01568	73408186	73408393	73420092	73420230	+
chr16	LINC01568	73404397	73404533	73420092	73420230	+
chr16	LINC01568	73408186	73408393	73420098	73420230	+
chr16	LINC01568	73404397	73404533	73420098	73420230	+
chr16	LINC01568	73404397	73404533	73408186	73408393	+
chr16	LINC01568	73400138	73400269	73408186	73408393	+
chr16	LINC01568	73404397	73404533	73408186	73408393	+
chr16	LINC01568	73409680	73409942	73420092	73420230	+
chr16	LINC01568	73400138	73400269	73404397	73404533	+
chr16	LINC01568	73408186	73408393	73420092	73420230	+
chr16	ZFP1	75152908	75152966	75166769	75166896	+
chr16	NUDT7	77735393	77735507	77735827	77735986	+
chr16	WWOX	78164182	78164289	78756939	78757015	+
chr16	LINC01229	79687509	79687635	79713835	79714134	+
chr16	LINC01229	79726356	79726676	79795102	79795297	+
chr16	CDH13	82639359	82639465	82705061	82705274	+
chr16	CDH13	82639359	82639465	82719361	82719475	+
chr16	CDH13	82705061	82705274	82719361	82719475	+
chr16	CDH13	83032009	83032218	83125384	83125501	+
chr16	USP10	84704739	84704860	84733052	84733105	+
chr16	USP10	84732467	84732589	84733052	84733105	+
chr16	USP10	84704739	84704860	84732467	84732589	+
chr16	USP10	84772540	84772685	84775159	84775225	+
chr16	ZNF778	89223156	89223283	89224718	89224802	+
chr16	ZNF778	89222091	89222183	89223156	89223283	+
chr16	SPG7	89536764	89536948	89540943	89541384	+
chr16	SPG7	89524005	89524247	89529134	89529524	+
chr16	SPG7	89526328	89526468	89529134	89529524	+
chr16	SPG7	89536764	89536948	89540943	89542279	+
chr16	SPG7	89536764	89536948	89540943	89541346	+
chr16	SPG7	89548979	89549336	89549499	89549713	+
chr16	SPG7	89549080	89549336	89549499	89549713	+
chr16	CDK10	89687448	89687548	89687588	89687815	+
chr16	CDK10	89687588	89687815	89689251	89689324	+
chr16	DEF8	89949416	89949513	89954242	89954376	+
chr16	DEF8	89949416	89949513	89954288	89954376	+
chr16	DEF8	89949416	89949513	89949564	89949638	+
chr16	DEF8	89950066	89950306	89952557	89952682	+
chr16	DEF8	89950066	89950328	89952557	89952682	+
chr16	DEF8	89950066	89950306	89952561	89952682	+
chr16	DEF8	89950066	89950328	89952561	89952682	+
chr16	AFG3L1P	89977638	89977802	89978809	89978878	+
chr16	NPRL3	119125	119255	130521	130591	-
chr16	NPRL3	117300	117375	119125	119255	-
chr16	NPRL3	123506	123545	124936	125073	-
